Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³)
2022-01-01 00:00:00,208.84,254.51,32.2,26.86,40.47,28.74,14.13,2.42,13.34,11.92
2022-01-02 00:00:00,240.99,304.71,35.1,28.88,43.9,28.13,15.78,1.95,13.62,13.65
2022-01-03 00:00:00,211.72,265.12,33.08,28.23,41.64,28.63,15.42,1.54,15.09,15.89
2022-01-04 00:00:00,168.09,213.67,39.08,31.68,48.46,28.41,18.6,2.71,13.09,9.59
2022-01-05 00:00:00,213.47,251.85,50.86,39.47,62.35,26.66,14.23,3.32,10.08,15.02
2022-01-06 00:00:00,78.05,98.38,22.55,24.32,31.27,29.94,10.59,1.29,10.85,6.12
2022-01-07 00:00:00,53.51,68.78,19.73,23.74,28.67,30.45,14.66,0.8,12.34,11.16
2022-01-08 00:00:00,37.17,41.53,16.76,23.12,25.93,31.24,4.11,0.13,12.32,2.19
2022-01-09 00:00:00,35.76,40.75,13.54,21.02,22.2,29.29,4.13,0.1,12.28,7.77
2022-01-10 00:00:00,62.57,80.63,17.56,22.27,26.13,27.53,9.12,1.15,13.44,9.61
2022-01-11 00:00:00,64.34,90.24,18.22,22.22,26.63,26.66,9.23,1.18,14.58,5.31
2022-01-12 00:00:00,80.62,107.55,17.39,20.81,25.21,27.13,9.15,1.05,16.29,5.55
2022-01-13 00:00:00,177.13,224.16,38.72,31.89,48.44,23.26,10.67,1.71,13.1,15.69
2022-01-14 00:00:00,131.86,176.9,25.37,24.75,33.79,25.47,13.29,1.67,12.5,8.96
2022-01-15 00:00:00,151.28,168.52,11.91,17.79,19.14,27.91,7.49,0.69,13.01,9.26
2022-01-16 00:00:00,199.07,213.43,14.29,19.27,21.87,28.46,5.94,1.41,14.97,12.55
2022-01-17 00:00:00,212.22,236.17,18.89,21.05,26.56,28.6,8.5,1.55,12.88,5.52
2022-01-18 00:00:00,192.07,213.23,11.67,17.84,18.98,29.4,7.73,0.93,14.38,7.71
2022-01-19 00:00:00,188.39,218.96,17.34,21.84,25.71,27.53,8.9,1.73,15.25,13.86
2022-01-20 00:00:00,195.17,226.22,24.48,25.02,33.21,27.99,11.88,1.66,12.66,18.08
2022-01-21 00:00:00,177.54,196.88,26.84,26.5,35.91,28.11,12.97,1.96,13.22,18.12
2022-01-22 00:00:00,153.8,157.23,17.02,21.89,25.46,30.15,9.16,0.39,12.71,12.77
2022-01-23 00:00:00,172.47,177.31,9.1,17.13,16.51,25.75,7.94,0.58,13.14,4.34
2022-01-24 00:00:00,172.09,174.79,6.76,15.35,13.66,23.5,9.57,0.91,12.38,8.21
2022-01-25 00:00:00,248.33,254.33,7.33,15.64,14.27,23.53,7.65,0.54,12.64,11.99
2022-01-26 00:00:00,296,281,6.14,14.55,12.73,23.53,7.31,0.15,14.33,5.94
2022-01-27 00:00:00,264,250,6.18,14.49,12.73,23.48,8.26,0.31,14.78,8.21
2022-01-28 00:00:00,388,369,8.17,16.7,15.53,23.42,9.42,0.53,18.47,12.75
2022-01-29 00:00:00,268,251,8.39,16.92,15.82,23.53,10.18,0.31,18.36,7.71
2022-01-30 00:00:00,280,275,9.03,18.11,17,23.4,12.95,0.59,22.8,5.94
2022-01-31 00:00:00,258.27,NA,10.13,18.86,18.27,23.59,22.9,2.3,13.42,8.37
2022-02-01 00:00:00,255.59,NA,9.79,18.94,18.02,23.56,33.94,3.23,15.29,12.01
2022-02-02 00:00:00,195.35,NA,10.55,19.63,19.01,23.5,22.92,1.1,19.61,11.25
2022-02-03 00:00:00,168.02,NA,10.45,19.55,18.9,23.41,23.13,1.18,14.53,8.32
2022-02-04 00:00:00,76.67,139.18,8.79,17.57,16.49,23.51,17.99,0.85,16.27,3.56
2022-02-05 00:00:00,139.8,216.31,8.26,17.23,15.88,23.4,31.58,2.52,18.17,11.42
2022-02-06 00:00:00,156.24,256.68,9.6,18.15,17.46,23.65,35.24,1.32,16.2,16.1
2022-02-07 00:00:00,130.28,237.91,39.13,22.05,42.3,15.93,21.27,1.54,14.31,8.79
2022-02-08 00:00:00,166.56,296.43,26.21,16.16,29.91,5.17,14.74,1.93,12.05,12.33
2022-02-09 00:00:00,114.61,187.08,20.26,17.25,25.76,4.2,14.76,0.86,6.51,10.2
2022-02-10 00:00:00,85.22,162.83,17.3,17.3,23.27,3.6,14.23,0.95,10.11,8.41
2022-02-11 00:00:00,87.88,167.29,17.41,17.27,23.35,NA,15.43,0.3,14.52,15.95
2022-02-12 00:00:00,92.25,169.65,20.2,17.6,25.79,NA,15.65,0.65,12.43,12.3
2022-02-13 00:00:00,141.63,269.58,41.4,21.12,44.9,NA,17.88,1.43,10.02,34.74
2022-02-14 00:00:00,119.98,243.38,39.72,20.94,43.43,NA,16.49,2.08,11.33,25.65
2022-02-15 00:00:00,121.94,278.2,58.17,23.2,59.63,NA,17.97,1.95,9.04,12.59
2022-02-16 00:00:00,141.56,262.56,NA,NA,NA,NA,17.82,0.86,10.55,12.16
2022-02-17 00:00:00,122.86,223.62,NA,NA,NA,NA,16.99,1.39,13.88,9.79
2022-02-18 00:00:00,115.53,217.49,NA,NA,NA,NA,16.57,1.68,8.1,14.44
2022-02-19 00:00:00,93.06,175.57,NA,NA,NA,NA,15.07,0.29,8.96,6.93
2022-02-20 00:00:00,79.91,138.19,NA,NA,NA,NA,15.19,0.25,14.75,NA
2022-02-21 00:00:00,69.86,164.65,NA,NA,NA,NA,17.02,1.08,10.38,NA
2022-02-22 00:00:00,99.02,234.7,NA,NA,NA,NA,20.7,1.21,15.29,2.88
2022-02-23 00:00:00,124.18,197.15,NA,NA,NA,NA,20.59,1.2,15.08,4.58
2022-02-24 00:00:00,165.75,271.78,NA,NA,NA,NA,21.87,0.78,23.17,8.51
2022-02-25 00:00:00,148.19,244.61,NA,NA,NA,NA,21.32,0.69,12.02,6.3
2022-02-26 00:00:00,29.38,61.16,NA,NA,NA,NA,16.15,0.46,10.78,1.77
2022-02-27 00:00:00,44.61,78.72,NA,NA,NA,NA,15.73,0.4,19.28,2.34
2022-02-28 00:00:00,46.77,87.3,NA,NA,NA,NA,16.85,0.35,24.94,3.76
2022-03-01 00:00:00,88.74,154.38,NA,NA,NA,NA,17.89,0.66,32.31,7.16
2022-03-02 00:00:00,114.11,220,NA,NA,NA,NA,20.06,1.36,25.75,10.09
2022-03-03 00:00:00,83.38,156.68,NA,NA,NA,NA,19.66,0.91,16.5,8.21
2022-03-04 00:00:00,98.8,153.72,NA,NA,NA,NA,17.32,0.26,24.76,12.17
2022-03-05 00:00:00,63.13,109.75,NA,NA,NA,NA,16.81,0.32,34.31,4.97
2022-03-06 00:00:00,94.56,160.97,NA,NA,NA,NA,21.04,0.77,54.64,11.24
2022-03-07 00:00:00,145.15,270.64,39.37,26.11,45.63,34.33,27.32,1.04,31.04,11.46
2022-03-08 00:00:00,127.65,229.29,25.82,16.21,29.47,27.39,23.82,0.55,34.6,19.1
2022-03-09 00:00:00,69.15,145.8,16.25,16.17,21.42,21.63,21.92,0.59,27.46,15.96
2022-03-10 00:00:00,66.55,135.22,14.27,16.53,19.94,21.02,21.76,0.34,32.96,5.8
2022-03-11 00:00:00,79.63,153.24,15.42,16.23,20.81,20.52,25.59,0.68,29.23,6.79
2022-03-12 00:00:00,74.61,145.98,18.99,18.09,24.74,21.44,22.15,0.67,26.06,6.29
2022-03-13 00:00:00,97.59,178.39,23.31,19.85,29.39,24.07,27.35,0.61,30.37,14.54
2022-03-14 00:00:00,139.48,242.25,31.08,18.67,35.12,28.03,23.99,1.29,34.15,28.07
2022-03-15 00:00:00,124.54,218.07,23.04,19.72,29.09,23.04,23.54,0.69,31.19,36.5
2022-03-16 00:00:00,110.63,188.69,17.17,18.72,23.72,19.79,19.18,0.53,26.95,20.07
2022-03-17 00:00:00,133,230.52,21.41,37.99,36.89,18.74,25.86,1.28,34.12,7.57
2022-03-18 00:00:00,151.94,224.14,19.13,28.83,30.75,18.92,21.48,1.35,28.1,17.81
2022-03-19 00:00:00,128.15,208.55,27.07,33.8,39.88,19.99,23.45,1.5,22.84,26.29
2022-03-20 00:00:00,116.36,206.96,29.12,34.35,41.87,20.5,28.98,1.13,22.79,17.36
2022-03-21 00:00:00,166.72,272.7,29.66,35.99,43,20.83,23.69,0.9,26.02,0
2022-03-22 00:00:00,87.99,164.76,14.79,26.35,25.79,18.04,23.47,0.5,24.63,0
2022-03-23 00:00:00,112.79,220.24,27.96,34.55,40.76,20.02,24.73,0.95,10.7,7.51
2022-03-24 00:00:00,153.39,298.08,49.9,44.76,64.27,23.85,23.72,1.3,16.87,21.73
2022-03-25 00:00:00,137.12,228.24,16.88,30.01,29.44,18.34,23.17,0.52,15.29,19.99
2022-03-26 00:00:00,135.19,223.2,14.88,27.17,26.3,17.88,26.99,0.5,21.17,22.22
2022-03-27 00:00:00,140.55,224.48,21.7,29.6,33.27,19.27,25.04,0.67,23.72,20.21
2022-03-28 00:00:00,168.45,272.91,42.56,42.3,57.03,22.76,22.98,0.58,19.69,22.61
2022-03-29 00:00:00,183.05,280.71,41.84,32.52,51.22,30.21,25.29,1.58,24.77,22.85
2022-03-30 00:00:00,135.4,233.86,43.43,36.66,54.69,47.91,43.43,3.45,37.8,13.49
2022-03-31 00:00:00,122.07,249.33,41.13,48.99,59.4,49.14,39.54,3.36,16.88,15.83
2022-04-01 00:00:00,56.28,136.17,19.13,31.02,31.87,41.04,20.87,1.2,11.56,11.41
2022-04-02 00:00:00,86.35,182.76,31.06,40.68,46.85,44.69,9.89,2.34,10.35,29.91
2022-04-03 00:00:00,91.15,170.44,25.18,34.11,38.5,42.2,10.04,2.02,9.81,27.15
2022-04-04 00:00:00,80.68,162.58,23.33,36.01,37.98,40.71,11.08,1.42,8.42,21.77
2022-04-05 00:00:00,76.07,146.22,24.78,35.7,38.97,41.72,7.58,1.61,10.67,10.48
2022-04-06 00:00:00,87.65,158.02,30.37,39.23,45.38,43.98,14.58,1.81,11.79,14.91
2022-04-07 00:00:00,88.47,179.08,31.09,42.89,47.92,44.85,11.93,1.95,11.66,24.53
2022-04-08 00:00:00,65.61,139.55,23.99,30.14,35.39,43.5,10.35,1.75,8.91,24.48
2022-04-09 00:00:00,64.28,144.45,26.72,29.32,37.17,44.95,12.68,2.11,8.28,29.5
2022-04-10 00:00:00,67.69,140.88,26.11,29.43,36.75,45.06,8.67,1.65,8.65,23.73
2022-04-11 00:00:00,72.98,137.15,25.59,29.26,36.19,44.96,11.66,1.63,8.24,18.51
2022-04-12 00:00:00,74.2,134.6,25.97,30.12,37.02,45.56,7.87,2.04,7.52,1
2022-04-13 00:00:00,90.78,207.56,32.86,33.07,44.27,47.44,9.07,2.54,8.84,1
2022-04-14 00:00:00,51.07,175.35,22.65,27.17,32.77,43.83,8.91,0.82,7.2,1
2022-04-15 00:00:00,49.24,126.13,24.07,28.68,34.72,44.04,11.52,1.23,8.38,1
2022-04-16 00:00:00,80.31,171.18,27.03,30.64,38.21,45.8,14.56,1.86,9.16,1
2022-04-17 00:00:00,96.8,176.59,29.15,33.8,41.58,46.67,9.65,1.81,8.98,1
2022-04-18 00:00:00,94.29,171.76,31.96,36.33,45.07,48.04,7.6,2.49,9.81,1
2022-04-19 00:00:00,112.48,211.77,31.68,36.1,44.75,48.21,14.86,2.03,9.32,1
2022-04-20 00:00:00,86.89,192.5,26.52,31.86,38.39,45.97,11.54,1.21,7.12,3.27
2022-04-21 00:00:00,98.26,341.56,14.09,30.37,26.99,23.63,18.86,1.36,17.73,8.25
2022-04-22 00:00:00,65.52,200.81,13.98,30.54,27.5,23.9,22.53,1.17,69.55,7.25
2022-04-23 00:00:00,107.16,240.73,16.89,34.28,31.76,24.12,22.67,1.59,52.73,7.86
2022-04-24 00:00:00,126.31,267.07,11.61,27.13,23.75,23.18,33.47,1.06,64.65,11.81
2022-04-25 00:00:00,85.09,236.09,11.23,26.81,23.19,23.13,22.41,0.85,72.39,6.23
2022-04-26 00:00:00,76.93,194.02,11.43,29.3,24.77,28.7,10.56,1.18,44.73,7.52
2022-04-27 00:00:00,151.02,273.56,14.4,37.49,31.59,35.85,19.28,1.97,52.32,11.79
2022-04-28 00:00:00,161.66,301.05,15.07,39.31,33.14,35.89,7.42,2.21,48.16,11.03
2022-04-29 00:00:00,151.62,297.33,13.01,35.9,29.68,35.49,11.93,1.78,35.58,10.06
2022-04-30 00:00:00,120.97,234.2,13.54,36.4,30.33,35.92,13.03,1.62,33.9,12.15
2022-05-01 00:00:00,122.27,303.09,14.11,37.72,31.5,36.02,17.63,1.62,34.26,12.49
2022-05-02 00:00:00,102.95,252.11,13.63,37.45,30.91,35.98,12.88,1.22,33.11,3.21
2022-05-03 00:00:00,109.84,305.39,11.69,31.74,26.32,35.37,8.4,1.17,33.26,3.17
2022-05-04 00:00:00,82.34,201.01,12.85,34.08,28.55,35.56,16.03,1.19,22.08,3.29
2022-05-05 00:00:00,110.12,199.65,12.61,33.57,28.08,35.38,14.48,1.24,41.33,3.11
2022-05-06 00:00:00,141.46,289.36,16.24,38.6,33.69,36.99,6.5,1.86,30.58,6.88
2022-05-07 00:00:00,122.4,245.18,17.06,41.48,35.9,36.57,12.53,1.84,37.55,9.59
2022-05-08 00:00:00,125.46,233.88,12.89,32.47,27.72,35.53,10.92,1.36,45.69,8.05
2022-05-09 00:00:00,108.11,189.83,12.04,32.35,26.94,35.16,14.9,1.26,31.97,7.23
2022-05-10 00:00:00,72.25,150.89,12.82,33.29,28.07,35.56,12.76,1.25,25.57,8.61
2022-05-11 00:00:00,69.94,150.88,13.27,33.48,28.54,35.05,14.07,1.24,36.72,6.19
2022-05-12 00:00:00,83.69,180.29,13.84,34.99,29.78,35.82,12.99,1.41,33.72,4.92
2022-05-13 00:00:00,85.37,190.04,14.61,35.98,30.98,36.09,18.59,1.41,51.11,8.69
2022-05-14 00:00:00,101.83,229.99,17.42,41.74,36.28,37.74,13.16,2.16,47.57,13.03
2022-05-15 00:00:00,94.67,241.81,18.27,43.42,37.92,37.46,17.68,2.11,32.97,11.88
2022-05-16 00:00:00,83.1,333.72,12.76,33.9,28.34,35.75,10.89,1.16,34.34,6.33
2022-05-17 00:00:00,66.8,209.74,12.88,32.7,27.8,35.95,14.84,1.11,49.07,2.99
2022-05-18 00:00:00,77.11,219.75,12.55,33.21,27.79,35.98,12.02,1.13,39.08,4.95
2022-05-19 00:00:00,97.56,251.01,9.38,28.16,22.49,34.55,16.07,1.43,41.77,9.36
2022-05-20 00:00:00,83.49,280.4,10.4,30.25,24.48,35.07,8.29,1.26,37.83,8.34
2022-05-21 00:00:00,67.08,304.29,11.57,34.29,27.57,35.28,11.97,0.8,33.12,8.62
2022-05-22 00:00:00,63.36,185.28,10.36,31.2,24.89,34.56,12.27,0.99,44.29,11.95
2022-05-23 00:00:00,35.29,99.72,9.93,28.84,23.35,34.61,12.44,0.84,29.27,6.28
2022-05-24 00:00:00,39.41,90.4,9.74,29.17,23.37,34.62,12.57,0.96,17.94,7.42
2022-05-25 00:00:00,97.52,178.73,9.79,28.59,23.08,35.08,12.97,1.19,32.57,11.71
2022-05-26 00:00:00,111.53,207.28,10.78,30.93,25.15,35.58,6.67,1.46,43.07,12.81
2022-05-27 00:00:00,93.11,215.39,11.21,33.51,26.86,35.27,8.46,1.19,18.14,8.08
2022-05-28 00:00:00,95.77,277.29,11.95,35.43,28.49,36.04,10.83,0.96,17.4,8.45
2022-05-29 00:00:00,112.17,284.95,12.17,35.56,28.7,36.16,11.77,0.89,33.12,12.51
2022-05-30 00:00:00,111.31,238.51,11.47,34.49,27.53,35.85,13.2,1.25,19.57,9.7
2022-05-31 00:00:00,125,326.67,10.82,32.78,26.16,34.98,10.63,1.67,24.16,11.11
2022-06-01 00:00:00,80.15,228.75,11.24,32.82,26.51,35.45,8.7,1.64,31.53,8.54
2022-06-02 00:00:00,79.52,231.29,11.82,34.74,27.97,35.39,7.55,1.33,26.6,3.53
2022-06-03 00:00:00,90.26,226.34,12.88,37.71,30.44,36.45,13.5,1.7,56.26,5.56
2022-06-04 00:00:00,80.96,213.52,12.21,35.38,28.68,36.11,17.86,1.68,44.7,7.14
2022-06-05 00:00:00,54.8,195.08,11.19,34.24,27.26,35.44,17.19,1.09,31.23,6.68
2022-06-06 00:00:00,56.26,183.8,12.6,38.33,30.45,36.25,7.21,1.27,40.22,7.86
2022-06-07 00:00:00,88.62,302.42,12.52,38.21,30.41,36.22,14.14,1.07,27.45,5.05
2022-06-08 00:00:00,78.4,310.78,13.03,38.53,31,36.08,8.71,0.94,25.68,5.66
2022-06-09 00:00:00,59.54,226.73,13.56,41.33,32.85,36.5,13.6,0.95,27.21,2.81
2022-06-10 00:00:00,77.34,295.62,13.36,40.23,32.14,36.67,10.99,0.99,18.39,2.89
2022-06-11 00:00:00,71.22,249.28,11.72,36.58,28.92,36.18,14.08,0.84,23.32,5.67
2022-06-12 00:00:00,76.75,237.62,11.81,36.89,29.13,36.29,11.21,0.96,27.1,10.7
2022-06-13 00:00:00,53.32,185.86,14.57,42.62,34.41,37,15.61,0.78,27.62,3.58
2022-06-14 00:00:00,58.54,217.88,13.57,41.46,32.98,36.59,11.39,0.68,27.78,3.16
2022-06-15 00:00:00,40.23,113.41,14.07,41.85,33.63,36.69,9.95,0.72,22.82,1.75
2022-06-16 00:00:00,41.02,116.53,16.56,56.12,43.18,31.01,13.44,0.73,19.76,2.18
2022-06-17 00:00:00,35.76,84.58,24.39,69.09,56.14,16.27,11.98,1.01,8.99,1.7
2022-06-18 00:00:00,45.53,81.86,19.84,54.44,44.69,12.63,18.51,0.85,3.72,8.9
2022-06-19 00:00:00,43.16,87.16,10.37,26.69,22.38,7.34,47,0.77,15.29,2.28
2022-06-20 00:00:00,54.31,118.97,14.06,31.53,28.12,22.44,32.27,0.96,20.54,6.12
2022-06-21 00:00:00,61.36,130.22,15.45,36.53,31.78,40.21,44.31,1.32,11.03,2.16
2022-06-22 00:00:00,57.52,129.64,15.36,42.67,27.18,47.52,52.87,1,16.27,5.13
2022-06-23 00:00:00,57.92,144.11,15.05,56.27,23.49,37.48,37.59,0.8,29.21,2.13
2022-06-24 00:00:00,69.4,174.13,16.13,57.05,24.71,38.27,52.18,0.8,38.21,5.53
2022-06-25 00:00:00,84.21,214.13,25.84,71.57,34.19,41.44,54.42,1.16,48.42,7.4
2022-06-26 00:00:00,70.92,141.49,19.47,64.18,28.28,39.55,68.38,0.84,13.33,7.67
2022-06-27 00:00:00,66.78,120.06,19.07,62.24,27.49,39.53,49.33,0.79,17.77,1.59
2022-06-28 00:00:00,90.56,159.74,16.93,47.94,22.59,38,43.56,0.86,15.6,4.1
2022-06-29 00:00:00,68.49,149.15,15.75,38.8,19.28,36.84,38.79,0.76,14.93,5
2022-06-30 00:00:00,49.26,80.44,16.08,33.85,18.29,36.8,52.15,0.81,10.14,5.15
2022-07-01 00:00:00,43.2,77.21,15.82,27.97,16.64,36.48,40.76,0.82,9.83,3.64
2022-07-02 00:00:00,48.38,90.33,14.3,25.95,15.16,35.89,61.24,0.86,10.21,11.82
2022-07-03 00:00:00,36.85,62.6,15.81,25.64,16.08,36,57.11,0.75,10.46,13.43
2022-07-04 00:00:00,74.68,127.59,15.95,23.91,15.68,36.3,44.65,1.03,11.1,9.82
2022-07-05 00:00:00,79.63,128.33,16.81,27.04,16.99,36.7,20.43,0.99,17.14,7.86
2022-07-06 00:00:00,58.37,94.27,16.68,27.46,17.03,36.63,43.73,0.96,38.79,8.26
2022-07-07 00:00:00,46.02,84.56,17.08,27.64,17.3,36.66,32.96,0.93,45.66,8.81
2022-07-08 00:00:00,45.23,85.89,16.07,26.88,16.58,36.29,42.41,0.98,46.02,7.49
2022-07-09 00:00:00,50.29,91.25,17.37,26.94,17.13,36.75,37.61,0.94,44.96,9.8
2022-07-10 00:00:00,41.03,90.07,12.61,20.18,12.71,35.18,46.89,0.89,43.38,8.8
2022-07-11 00:00:00,54.28,110.89,14.5,23.21,14.48,35.63,43.06,1.03,45.7,3.94
2022-07-12 00:00:00,46.73,120.4,16.33,24.15,15.95,36.31,29.42,1.19,44.09,8.1
2022-07-13 00:00:00,42.34,99.1,17.43,26.66,16.98,36.07,47.49,1.03,43.54,3.79
2022-07-14 00:00:00,37.11,119.13,15.63,26.79,16.24,36.13,22.94,0.92,42.51,10.68
2022-07-15 00:00:00,32.99,82.37,17.77,29.71,18.25,36.78,15.15,0.88,44.3,8.24
2022-07-16 00:00:00,34.93,67.42,16.25,26.51,16.55,35.61,17.25,1.02,42.57,10.54
2022-07-17 00:00:00,34.94,92.52,11.68,19.86,12.1,34.19,15.59,0.91,41.53,11.88
2022-07-18 00:00:00,52.77,129.26,11.7,16.73,9,32.7,17.08,1,42.42,8.86
2022-07-19 00:00:00,52.57,102.91,12.34,15.63,7.34,31.26,14.96,1.06,44.25,7.03
2022-07-20 00:00:00,40.57,83.39,18.09,30.06,18.55,36.92,18.45,0.94,41.98,5.15
2022-07-21 00:00:00,59.32,134.76,16.22,26.21,16.43,36.41,18.5,1.03,41.2,2.75
2022-07-22 00:00:00,57.44,98.64,15.22,25.02,15.55,36.02,22.01,1.11,40.74,7.97
2022-07-23 00:00:00,33.63,58.58,16.52,26.53,16.79,36.74,20.26,0.95,40.53,9.87
2022-07-24 00:00:00,28.61,53.06,18.57,29.1,18.62,37.08,18.67,0.92,40.3,4.1
2022-07-25 00:00:00,27.25,49.08,17.96,28.38,17.93,36.89,20.33,0.9,40.33,1.56
2022-07-26 00:00:00,30.38,52.07,18.91,29.41,18.84,37.38,18.65,0.92,40.26,2.44
2022-07-27 00:00:00,34.12,54.89,20.1,32.48,20.28,37.67,17.79,0.92,38.48,2.3
2022-07-28 00:00:00,22.6,41.61,18.51,29.16,18.5,37.28,18.59,0.88,43.62,3.89
2022-07-29 00:00:00,17.6,36.73,19.31,30.93,19.56,37.65,22.37,0.83,46.74,4.62
2022-07-30 00:00:00,20.11,45.81,13.52,22.79,14.02,35.63,22.14,0.84,38.64,5.04
2022-07-31 00:00:00,24.7,49.72,18.23,29.9,18.61,37.36,22.36,0.86,42.42,2.87
2022-08-01 00:00:00,24.71,54.27,17.96,30.36,18.54,36.83,22.19,0.71,27.94,5.92
2022-08-02 00:00:00,30.89,70.27,14.68,24.63,15.07,35.6,20.07,0.91,43.77,5.53
2022-08-03 00:00:00,52.25,111.94,14.23,23.14,14.41,35.58,21.01,1.67,40.9,8.1
2022-08-04 00:00:00,51.32,91.61,12.74,21.79,13.25,34.87,25.49,1.25,35.18,5.55
2022-08-05 00:00:00,43.18,66.94,12.79,19.48,12.68,35.06,27.01,1.08,33.27,4.15
2022-08-06 00:00:00,57.15,99.45,12.92,20.81,13.09,34.89,23.58,1.32,33.22,4.5
2022-08-07 00:00:00,48.27,91.15,12.63,20.31,12.73,35.02,2.53,1.28,33.36,1.95
2022-08-08 00:00:00,51.33,96.15,13.37,21.43,13.51,35.3,28.61,1.18,37.8,1.86
2022-08-09 00:00:00,47.14,90.33,15.69,24.84,15.74,35.99,36.39,1.15,41.15,2.2
2022-08-10 00:00:00,27.98,64.67,17.72,26.68,17.47,36.96,33.17,0.99,38.23,1.9
2022-08-11 00:00:00,20.7,44,17.52,29.51,18.04,36.63,36.11,0.58,6.81,2.04
2022-08-12 00:00:00,26.61,53.65,16.03,21.81,15.16,44.96,18.53,1.16,6.04,1.73
2022-08-13 00:00:00,37.63,56.62,12.34,12.45,10.51,47.89,12.34,1.98,4.66,2.54
2022-08-14 00:00:00,36.03,57.97,11.19,12.36,9.8,41.01,14.63,0.69,20.01,10.12
2022-08-15 00:00:00,26.34,44.72,10.9,11.43,9.34,38.08,11.33,0.55,41.8,12.17
2022-08-16 00:00:00,20.11,42.53,11.95,12.29,10.22,44.83,13.17,0.54,42.19,12.77
2022-08-17 00:00:00,17.87,33.17,11.47,12.49,9.98,47.46,11.98,0.56,41.66,4.65
2022-08-18 00:00:00,23.59,44.87,13.46,14.85,11.8,54.58,13.18,0.56,41.98,4.38
2022-08-19 00:00:00,21.5,40.98,15.01,14.81,12.71,66.16,12.32,0.4,41.62,4.27
2022-08-20 00:00:00,36.62,68.8,13.84,13.91,11.73,57.1,14.03,0.67,41.57,23.28
2022-08-21 00:00:00,54.97,97.68,14.13,14.84,12.12,56.43,11.56,0.55,41.84,12.87
2022-08-22 00:00:00,42.23,75.48,15.1,14.62,12.69,60.65,14.65,0.58,40.98,4.51
2022-08-23 00:00:00,30.54,52.22,14.52,29.45,12.65,62.3,17.01,0.49,40.32,1.87
2022-08-24 00:00:00,29.4,48.13,16.47,39.92,19.9,51.56,17.51,0.6,46.55,4.83
2022-08-25 00:00:00,41.46,77.77,16.75,29.8,29.43,28.12,18.82,0.58,43.24,15.22
2022-08-26 00:00:00,39.39,78.35,16.79,31.09,30.11,28.03,18.76,0.5,23.82,11.77
2022-08-27 00:00:00,34.78,79.97,17.54,31.09,30.75,28.45,17.75,0.42,31.1,9.34
2022-08-28 00:00:00,40.41,106.91,16.63,30.13,29.43,28,19.31,0.44,20.23,15.32
2022-08-29 00:00:00,47.19,110.66,16.74,30.14,29.54,28.05,15.81,0.63,31.36,14.92
2022-08-30 00:00:00,55.23,105.3,17.81,38.02,34.09,29.9,7.21,0.85,9.84,4.74
2022-08-31 00:00:00,45.58,92.06,17.17,43.32,36.9,32.23,7.54,0.68,52.44,5.53
2022-09-01 00:00:00,50.25,90.78,17.59,58.14,45.1,33.4,8.73,0.77,24.19,4.03
2022-09-02 00:00:00,50.45,97.31,18.25,61.65,47.43,33.4,7.96,1.43,37.58,9.52
2022-09-03 00:00:00,34.84,73.32,16.73,50.12,40.14,32.93,8.33,0.68,69.8,9.04
2022-09-04 00:00:00,27.64,58.21,17.31,49.44,40.27,33.01,6.12,0.65,85.39,7.72
2022-09-05 00:00:00,29.9,64.55,18.05,51.13,41.68,33.19,7.26,0.6,81.83,2.43
2022-09-06 00:00:00,44.91,96.26,19.45,56.11,45.42,33.66,10.21,0.85,55.21,7.05
2022-09-07 00:00:00,54.35,103.43,21.32,63.24,50.62,34.28,13.01,0.84,61.28,3.36
2022-09-08 00:00:00,73.65,120.12,19.85,55.93,45.75,33.64,11.46,1.13,54.7,7.21
2022-09-09 00:00:00,70.07,99.53,18.75,55.09,44.33,33.42,9.77,1.01,58.78,3.82
2022-09-10 00:00:00,64.95,88.99,17.65,50.25,40.97,33.1,7.59,1.01,41.47,10.78
2022-09-11 00:00:00,42.48,72.99,17.49,49.24,40.31,33.05,7.11,0.77,43.43,7.69
2022-09-12 00:00:00,34.52,56.81,17.4,47.03,39.05,32.78,11.13,1.08,42.99,6.63
2022-09-13 00:00:00,22.46,46.34,18.1,49.44,40.91,32.89,9.83,0.76,33.27,2.25
2022-09-14 00:00:00,23.32,46.96,17.72,47.41,39.54,33.2,10.71,0.81,35.28,1.96
2022-09-15 00:00:00,21.68,33.99,18.35,49.53,41.14,33,8.92,0.57,36.38,2.83
2022-09-16 00:00:00,22.83,36.2,16.34,43.03,36,28.64,8.11,1.21,3.65,2.17
2022-09-17 00:00:00,43.62,89.28,11.43,18.88,19.15,20.36,13.3,1,8.8,1.06
2022-09-18 00:00:00,64.52,126.56,11.29,16.06,17.33,18.88,11.14,1.63,20.44,1.24
2022-09-19 00:00:00,88.67,158.47,9.78,18.89,17.9,19.99,12.6,1.66,9.37,2.09
2022-09-20 00:00:00,65.18,110.35,9.38,19.22,17.77,22.47,13.53,2,9.28,2.37
2022-09-21 00:00:00,55.62,92,9.71,19.43,18.17,24.55,12.97,1.37,20.62,2.79
2022-09-22 00:00:00,32.79,48.38,10.64,18.8,18.53,19.81,14.43,0.97,20.94,3.04
